date,open,close,low,high,volume,change,stability
2011-01-03,47.02021649830119,47.21071358024689,46.74098639197868,47.63361604559478,6460778.158458241,-0.3449292581316946,0
2011-01-04,47.28688677262002,46.86695049883843,46.419376100216134,47.517699526609775,6738886.081370448,0.8114725042093729,1
2011-01-05,46.69729998713536,47.12654827566728,46.452692695143405,47.410466440072184,7073875.802997856,-0.913005473440704,0
2011-01-06,47.15398296347926,46.99832144639815,46.59183640373751,47.550025281543206,7430919.057815839,0.2371685846931197,1
2011-01-07,47.091943846833246,46.95250724105353,46.43983448603926,47.4357896518868,7579271.306209857,0.2591631243242878,1
2011-01-10,46.76230406071482,47.01380547961778,46.35539826396101,47.28494760666469,6315578.372591005,-0.472760927447402,0
2011-01-11,47.236318605281134,47.19282035615263,46.78324601293188,47.64604413207639,5976210.064239822,0.11332829824974575,1
2011-01-12,47.49978138579381,47.5398436436696,47.105127014421385,47.86145308616271,6075713.0620984975,-0.140749030374432,0
2011-01-13,47.560235973639095,47.56225906823474,47.165715252802585,47.9363680725657,6300373.447537479,0.08442770766193958,1
2011-01-14,47.49042721347843,47.92061809771682,47.221231255094956,48.09835314793399,6456815.845824412,-0.9076652510297128,0
2011-01-18,47.89507433822492,48.17050229251493,47.549537073148365,48.46417714802339,7285298.072805136,-0.4336394782099362,0
2011-01-19,48.07623691586411,47.51306546865625,47.24898808802958,48.31772200143004,7286636.188436832,1.1305311727038143,1
2011-01-20,47.26372836076431,47.26413271786214,46.690624949321354,47.76551960955983,7941042.826552456,-0.13742552373854802,0
2011-01-21,47.66902120047836,47.34862404782673,47.0524439581237,47.988537203447095,7493528.693790142,0.6101817820323068,1
2011-01-24,47.34148965916262,47.60954005285594,47.00187702312146,47.927577184841994,6515094.43254818,-0.675039900220643,0
2011-01-25,47.454078778390944,47.64211791691767,46.93663178535441,47.962536331784534,7274785.867237685,-0.3080116742462731,0
2011-01-26,47.756641383500885,47.94431715993428,47.34186365083135,48.33880061056832,7181436.830835122,-0.3831835932925336,0
2011-01-27,47.99434468097434,48.170971893509744,47.565258627264576,48.59823689528656,7147627.194860822,-0.3806265238819305,0
2011-01-28,48.204608548216,47.28948429021346,47.02850696954285,48.52034651789351,8627949.892933622,1.963829509360261,1
2011-01-31,47.40535076503978,47.701088132188865,47.05947536457105,48.054337226814745,6824897.858672376,-0.5389740421505955,0
2011-02-01,47.98259497638771,48.35126356158969,47.64764652913949,48.70239265308042,7401528.479657379,-0.8790610676067224,0
2011-02-02,48.17729621959397,48.24165870904223,47.801838088734684,48.722969756007345,6248733.618843685,-0.11991026148172675,0
2011-02-03,48.18500167998101,48.42927512827683,47.72554388224634,48.766064482147854,6709692.077087797,-0.5530525398819758,0
2011-02-04,48.50065525634775,48.62934171092464,48.0312369596854,48.981253625649735,5932220.770877953,-0.3530795204119971,0
2011-02-07,48.72275290424032,48.935571830996274,48.46439408952494,49.336848773044395,6132089.079229129,-0.4423420970262911,0
2011-02-08,48.946910276282594,49.172718971266264,48.60342502879847,49.42597260542917,5551740.2569593135,-0.4509049163829604,0
2011-02-09,49.04846090241126,49.110218856152294,48.63340709321559,49.53475695326298,6153517.3447537385,-0.06287936522866182,0
2011-02-10,48.846648643651285,49.32286698601067,48.56047382705568,49.584387394027424,7571218.201284792,-0.908312085267641,0
2011-02-11,49.10315819615688,49.707918862007865,48.84131342654659,49.96754530258745,6244297.858672376,-1.1176670048513788,0
2011-02-14,49.69302821219077,49.809399400506756,49.311690971656745,50.1609513540902,5432785.653104918,-0.16078334663262253,0
2011-02-15,49.64368743504436,49.60115139853958,49.210658391813105,50.065774964044934,5588019.700214134,-0.011544479557969285,0
2011-02-16,49.78180234339289,49.904386200573775,49.41633866919934,50.30595131661197,6198634.903640256,-0.32772079921912045,0
2011-02-17,49.75344801286228,50.02500517857509,49.43086191530831,50.32663383348097,5836051.391862956,-0.6529769025250642,0
2011-02-18,50.08759571772728,50.13030340094,49.6294406200285,50.509743033816655,6373074.304068519,-0.12320714888328725,0
2011-02-22,49.594524256371386,48.97362517212695,48.673426454372645,50.07171540461986,7931658.886509635,1.2652424453273536,1
2011-02-23,48.93240848335458,48.51949015027821,47.885212805040254,49.408983767928035,8746053.31905782,0.8948751604058293,1
2011-02-24,48.57521032433821,48.620607593988865,47.97511746194822,49.15182029357386,7543080.942184147,-0.0989537078505942,0
2011-02-25,48.87502703976834,49.26023874142273,48.59495315985801,49.54566435296289,5745631.691648825,-0.9031607119542244,0
2011-02-28,49.41471453332938,49.43138940296665,48.88240488479875,49.9165182445268,6241622.4839400435,-0.11784642874655198,0
2011-03-01,49.603977111163594,48.608873548752,48.41597607086458,49.85257023801839,7057739.186295505,2.036363073194816,1
2011-03-02,48.54096753700125,48.71103744630976,48.14131133011332,49.18059648363472,6288024.62526767,-0.379935830839556,0
2011-03-03,49.15363195378671,49.648771770577575,48.91026152165208,49.91190421379443,6844830.835117771,-0.9012614795205954,0
2011-03-04,49.597624008070746,49.36461386066927,48.84636681322299,49.90820179618622,6560249.678800855,0.5580302795218188,1
2011-03-07,49.52987020494313,48.88566013241639,48.4879926091064,49.85177219774946,6598355.032119916,1.248311558037083,1
2011-03-08,48.923705240438956,49.31307640186158,48.5237301387827,49.684489860078045,6377574.946466813,-0.9584532587312512,0
2011-03-09,49.175559824003656,49.24845305361278,48.6990112439843,49.653466079074434,5762065.524625264,-0.16975929786903465,0
2011-03-10,48.700138018536215,48.35287089057051,47.98311136258988,49.05981786180012,7221108.565310488,0.7005883788087633,1
2011-03-11,48.133550318864,48.70674446317372,47.844152874642496,49.008386573347146,5621197.216274087,-1.2496089066150429,0
2011-03-14,48.360015317666566,48.387272554335404,47.82700895084872,48.82476781544348,6230277.087794432,0.016604477383158088,1
2011-03-15,47.15039556085418,48.000476348211386,46.78484766415053,48.367823732032825,8241013.062098508,-1.7745012336426744,0
2011-03-16,47.872281945668476,47.2456422260384,46.851081994569704,48.29433180707428,9175516.059957163,1.295198710845574,1
2011-03-17,47.954987645873295,47.708103175378106,47.292849229607384,48.31890145425343,6716027.4089935785,0.501381056267322,1
2011-03-18,48.24940152375784,47.858513690908566,47.531240096823176,48.571915455539,8564633.404710913,0.6677764360014314,1
2011-03-21,48.423033922470864,48.6295895342488,48.07537451805742,48.98694943974099,5914999.571734478,-0.3797538663777973,0
2011-03-22,48.65715321660904,48.41217401866079,48.11641870857576,48.94499109500397,5316262.74089936,0.5384252759901916,1
2011-03-23,48.3032684384262,48.53467606987262,47.7987326430552,48.81389545079788,5866884.796573873,-0.4750228464180896,0
2011-03-24,48.80768809075746,49.02874310669186,48.340807953955476,49.26772776662975,5972923.126338338,-0.4930688678801794,0
2011-03-25,49.16164526757439,49.26690339405858,48.83927580530139,49.703050247505644,5484131.2633833,-0.17632898024035268,0
2011-03-28,49.378632295262015,49.08488127845988,48.905932162380346,49.72962193516676,4951123.554603852,0.5830642795030418,1
2011-03-29,49.05722965768872,49.55647922958093,48.73058796118944,49.71740094729639,5134238.972162735,-0.8652329735968566,0
2011-03-30,49.841469264020965,50.01311621780396,49.479786740692575,50.35059777652725,5676282.655246258,-0.38988126279373797,0
2011-03-31,49.94970157538208,50.079975325053695,49.63368857798444,50.44022646965103,5791098.501070659,-0.13179304797742097,0
2011-04-01,50.34930903205629,50.46064520132762,49.9860953826849,50.91507278603446,6149617.773019277,-0.14368413502206806,0
2011-04-04,50.57209117204968,50.47810791948414,50.09225504072443,50.877503872380075,4932157.3875803035,0.21192029668783915,1
2011-04-05,50.362573797653944,50.465988318254205,50.03157155854787,50.923696593094895,5546859.100642393,-0.22023665567844453,0
2011-04-06,50.70390457352784,50.459476884284925,50.04314722021018,51.030345655612926,5890498.072805143,0.3375669598560847,1
2011-04-07,50.399942755147954,50.37878107703944,49.92419370104622,50.84687876418799,5723633.618843682,0.1339507908973259,1
2011-04-08,50.63436587855709,50.0906654886505,49.78738483933033,50.84888085911337,5131775.374732334,1.1027432575006038,1
2011-04-11,50.14152584138298,49.974068077076026,49.61378772998661,50.544095185626546,5883386.723768741,0.3272819261270325,1
2011-04-12,49.696229023344486,49.611883103897135,49.18131759897268,50.15969173413696,6298562.312633835,0.05789080761433042,1
2011-04-13,49.87183987243213,49.72265322170685,49.30267242119432,50.21713966089518,5580091.006423981,0.3340238749882457,1
2011-04-14,49.4499270758766,49.74197628042514,49.08692160193135,49.99457654609562,5544166.80942184,-0.5911515899550618,0
2011-04-15,49.7925878739691,49.94893483030526,49.389675407760365,50.273637198136356,6465469.3790149875,-0.3785288194983065,0
2011-04-18,49.40831603838512,49.39593920960873,48.771498796236436,49.731523131153594,6407508.351177732,0.029910039450364308,1
2011-04-19,49.4916303310656,49.65932338035026,49.1130971091766,49.97425738234365,5851062.31263384,-0.32149392501524243,0
2011-04-20,50.254670467064216,50.44692194941813,49.864217848796656,50.81418089057782,7284246.680942183,-0.2296744789688308,0
2011-04-21,50.670022241039845,50.72251895772737,50.174744024729776,51.09611954238475,6288568.950749467,-0.07057057951806406,0
2011-04-25,50.67193776261608,50.59832845753442,50.187611068131545,51.002947373118275,4623722.483940042,0.07850034613654043,1
2011-04-26,50.7931180353961,51.005910178723276,50.40446492341293,51.405887278648656,6674667.665952891,-0.5082543378463279,0
2011-04-27,51.146328848787014,51.356024703880074,50.556504070262896,51.6723150416349,6275405.995717348,-0.4773716292713823,0
2011-04-28,51.31128503330311,51.54685905316845,50.87690264469301,51.96126859097681,5892531.691648815,-0.4541356798693468,0
2011-04-29,51.60006540768527,51.62440060679279,51.11589457404746,52.07742046417234,7539089.721627412,-0.05783117976340391,0
2011-05-02,51.85667558325467,51.56608558078063,51.223396671989434,52.235940220201606,5808502.355460382,0.5844001097801372,1
2011-05-03,51.436290022640115,51.16785777351439,50.679061617912815,51.84384580222482,6722966.809421844,0.3082284244572509,1
2011-05-04,51.09597662159335,50.74050802585081,50.256028038205386,51.43053852910595,6747517.344753752,0.6624168342392099,1
2011-05-05,50.417779302499326,50.48697282375833,49.89684682438025,51.2333276714147,6678902.569593155,-0.14941336431002514,0
2011-05-06,51.020626938880355,50.68210082317845,50.356009939143924,51.53751085635746,5843608.137044967,0.6111901400713428,1
2011-05-09,50.71370189366585,51.036330777512404,50.39936371852186,51.324077359601105,4795655.88865096,-0.5116364379642195,0
2011-05-10,51.17588466497034,51.553955484353466,50.91717396732098,51.78142007533189,5704229.9785867315,-0.7526119336427617,0
2011-05-11,51.45021781358322,51.017049118669355,50.620086979312894,51.7453004154135,6696750.535331906,0.7826830363313145,1
2011-05-12,50.88549925583846,51.29876815425854,50.410432715573734,51.56025380147746,6546251.177730193,-0.8105675116035016,0
2011-05-13,51.32555713397323,50.89141728467269,50.597959448710796,51.63047738006085,5970520.7708779415,0.8614233412583289,1
